SELIC,USD_VALOR,ACEITO/OFERTADO,DURACAO,TAXA_ULTIMO_LEILAO,REJEICAO_MERCADO,TAXA
0.022751,4.1108,0.16,3262,3.31,0,3.3545
0.022751,4.1108,0.7,5726,3.537,0,3.6
0.020872,4.1721,0.507,13017,3.7888,0,3.6088
0.020872,4.1721,0.1645333333333333,3248,3.3545,0,3.1388
0.020872,4.1721,0.47,5712,3.6,0,3.418
0.020872,4.1721,0.8354666666666667,1787,2.9688,0,2.655
0.020872,4.0868,0.3086,3234,3.1388,0,3.0377
0.020872,4.0868,0.691,5698,3.418,0,3.32
0.020872,4.0868,0.6914,1773,2.655,0,2.5899
0.020872,4.0868,0.22,13003,3.6088,0,3.5588
0.020872,4.0858,0.497,12989,3.5588,0,3.3619
0.020872,4.0858,0.2594,3220,3.0377,0,2.7684
0.020872,4.0858,0.7406,1759,2.5899,0,2.23
0.020872,4.0858,0.38,5684,3.32,0,3.078
0.018985,4.0043,0.32,5670,3.078,0,2.845
0.018985,4.0043,0.169,12975,3.3619,0,3.23
0.018985,4.0043,0.1266666666666666,3206,2.7684,1,2.57
0.018985,4.0043,0.8733333333333333,1745,2.23,0,2.084
0.018985,4.2084,0.182,12961,3.23,0,3.43
0.018985,4.2084,0.162,3192,2.57,0,2.79
0.018985,4.2084,0.838,1731,2.084,0,2.179
0.018985,4.2084,0.15,5656,2.845,0,3.089
0.018985,4.2008,0.5,1717,2.179,0,2.3888
0.018985,4.2008,0.5,3178,2.79,0,2.939
0.018985,4.2008,0.115,12947,3.43,1,3.618
0.018985,4.2008,0.551,5642,3.089,0,3.27
0.017089,4.0687,0.116,5628,3.27,1,3.21
0.017089,4.0687,0.6962,1703,2.3888,0,2.2839
0.017089,4.0687,0.2606,3164,2.939,0,2.92
0.017089,4.0687,0.555,12933,3.618,0,3.4938
0.017089,4.0841,0.215,12912,3.4938,0,3.619
0.017089,4.2014,0.215,12898,3.619,0,3.5768
0.017089,4.2014,0.785,7512,3.53,0,3.5319
0.017089,4.2014,0.13,3859,3.1989,1,3.198
0.017089,4.2014,0.87,1941,2.6239,0,2.6119
0.017089,4.2381,0.398,3845,3.198,0,3.0219
0.017089,4.2381,0.602,1927,2.6119,0,2.493
0.017089,4.2381,0.755,7498,3.5319,0,3.4619
0.017089,4.2381,0.245,12884,3.5768,0,3.537
0.016137,4.3471,0.915,12870,3.537,0,3.39
0.016137,4.3471,0.402,3831,3.0219,0,2.89
0.016137,4.3471,0.598,1913,2.493,0,2.3476
0.016137,4.3471,0.085,7484,3.4619,1,3.31
0.016137,4.4883,0.3716666666666666,3817,2.89,0,2.928
0.016137,4.4883,0.78,7470,3.31,0,3.422
0.016137,4.4883,0.22,12856,3.39,0,3.5287
0.016137,4.4883,0.6283333333333333,1899,2.3476,0,2.25
0.016137,4.8833,0.005,3078,2.92,1,4.1
0.016137,4.8833,0.0138,3808,2.928,1,4.3
0.016137,4.7362,0.0216666666666666,5541,3.21,1,3.8
0.016137,4.9471,0.2733333333333333,12843,3.5287,0,4.5
0.016137,4.9471,0.1666666666666666,11109,4.35,0,4.5
0.016137,4.9471,0.0166666666666666,5538,3.8,1,4.0
0.016137,5.0496,0.0333333333333333,7456,3.422,1,4.23
0.016137,5.0496,0.02,1612,2.2839,1,2.77
0.016137,5.0496,0.02,12842,4.5,1,4.4
0.016137,5.0496,0.0333333333333333,11108,4.5,1,4.38
0.016137,5.1107,0.2535,12841,4.4,0,4.65
0.016137,5.1107,0.0353333333333333,11107,4.38,1,4.65
0.016137,5.1107,0.02,1611,2.77,1,3.1
0.016137,5.1107,0.01,5536,4.0,1,4.15
0.016137,5.1107,0.0263333333333333,9189,4.5,1,4.65
0.016137,5.1107,0.0333333333333333,7455,4.23,1,4.4898
0.014227,5.1444,0.1666666666666666,9188,4.65,0,4.75
0.014227,5.1444,0.0013333333333333,11106,4.65,1,4.72
0.014227,5.1444,0.01,3071,4.1,1,4.3
0.014227,5.1444,0.0033333333333333,5535,4.15,1,4.48
0.014227,5.1444,0.004,7454,4.4898,1,4.75
0.014227,5.1444,0.01,2340,5.229,1,4.15
0.014227,5.0248,0.02,3070,4.3,1,4.01
0.014227,5.0248,0.01,3800,4.3,1,4.19
0.014227,5.0248,0.0072,1609,3.1,1,3.75
0.014227,5.0248,0.0033,2339,4.15,1,4.0
0.014227,5.0713,0.0413,874,5.35,1,3.41
0.014227,5.0706,0.02,873,3.41,1,3.1
0.014227,5.1987,0.176,12828,4.65,0,4.4995
0.014227,5.1987,0.41,1871,2.25,0,3.3989
0.014227,5.1987,0.01,7442,4.75,1,4.3675
0.014227,5.1987,0.045,3789,4.19,1,3.9695
0.014227,5.1858,0.9083333333333332,1857,3.3989,0,2.9
0.014227,5.1858,0.51,7428,4.3675,0,4.46
0.014227,5.1858,0.49,12814,4.4995,0,4.65
0.014227,5.1858,0.0916666666666666,3775,3.9695,1,3.8
0.014227,5.5683,0.99,12800,4.65,0,4.5691
0.014227,5.5683,0.9,1843,2.9,0,3.38
0.014227,5.5683,0.01,7414,4.46,1,4.4595
0.014227,5.5683,0.1,3761,3.8,1,3.9675
0.011345,5.7723,0.4666666666666667,7400,4.4595,0,4.419
0.011345,5.7723,0.0713,3747,3.9675,1,3.949
0.011345,5.7723,0.5333333333333333,12786,4.5691,0,4.4687
0.011345,5.7723,0.9287,1829,3.38,0,2.975
0.011345,5.3707,0.0925,7386,4.419,1,4.11
0.011345,5.3707,0.0993333333333333,3733,3.949,1,3.49
0.011345,5.3707,0.9006666666666666,1815,2.975,0,2.3648
0.011345,5.3707,0.255,12772,4.4687,0,4.3188
0.011345,4.9057,0.2033333333333333,12758,4.3188,0,4.13
0.011345,4.9057,0.925,1801,2.3648,0,2.1589
0.011345,4.9057,0.075,3719,3.49,1,3.409
0.011345,4.9057,0.7966666666666666,7372,4.11,0,4.049
0.008442,5.1705,0.0925,3705,3.409,1,3.385
0.008442,5.1705,0.04,12744,4.13,1,4.32
0.008442,5.1705,0.8315,1787,2.1589,0,2.2744
0.008442,5.1705,0.115,7358,4.049,1,4.148
0.008442,5.3318,0.9435,7344,4.148,0,3.907
0.008442,5.3318,0.0382,3691,3.385,1,3.08
0.008442,5.3318,0.9618,1773,2.2744,0,1.96
0.008442,5.3318,0.0565,12730,4.32,1,4.02
0.008442,5.2283,0.095,12716,4.02,1,3.8575
0.008442,5.2283,0.362,7330,3.907,0,3.701
0.008442,5.2283,0.8615,1759,1.96,0,1.91125
0.008442,5.2283,0.1385,3677,3.08,1,2.934
0.008442,5.3329,0.942,1745,1.91125,0,1.91125
0.008442,5.3329,0.03,12702,3.8575,1,3.72
0.008442,5.3329,0.12,7316,3.701,1,3.5
0.008442,5.3329,0.058,3663,2.934,1,2.768
0.007469,5.4659,0.1793333333333333,7302,3.5,0,3.75
0.007469,5.4659,0.6142333333333333,1731,1.91125,0,1.91125
0.007469,5.4659,0.23,12688,3.72,0,3.96
0.007469,5.4659,0.0766666666666666,3649,2.768,1,3.075
0.007469,5.3732,0.9114285714285716,1717,1.91125,0,1.91125
0.007469,5.3732,0.3533333333333333,12674,3.96,0,4.049
0.007469,5.3732,0.0773333333333333,7288,3.75,1,3.778
0.007469,5.3732,0.0885714285714285,3635,3.075,1,3.04
0.007469,5.2728,0.032,12660,4.049,1,4.1
0.007469,5.2728,0.2895,7274,3.778,0,3.868
0.007469,5.2728,0.6346666666666667,1703,1.91125,0,1.91125
0.007469,5.2728,0.0773333333333333,3621,3.04,1,3.15
0.007469,5.6528,0.022,7260,3.868,1,4.15
0.007469,5.6528,0.2533333333333333,3607,3.15,0,3.518
0.007469,5.6528,0.978,12646,4.1,0,4.35
0.007469,5.6528,0.7466666666666667,1689,1.91125,0,2.32
0.007469,5.5859,0.8526666666666667,1675,2.32,0,2.2847
0.007469,5.5859,0.1473333333333333,3593,3.518,1,3.4
0.007469,5.5859,0.91,12632,4.35,0,4.254
0.007469,5.5859,0.065,7246,4.15,1,4.058
0.007469,5.583,1.0,937,4.637,0,1.91125
0.007469,5.6491,0.8662,1661,2.2847,0,2.4727
0.007469,5.6491,0.815,12618,4.254,0,4.33
0.007469,5.6491,0.1338,3579,3.4,1,3.6
0.007469,5.6491,0.1,7232,4.058,1,4.13
0.007469,5.6895,1.0,923,1.91125,0,1.91125
0.007469,5.3696,0.665,12604,4.33,0,4.25
0.007469,5.3696,0.7424,1647,2.4727,0,2.2988
0.007469,5.3696,0.2576,3565,3.6,0,3.339
0.007469,5.3696,0.085,7218,4.13,1,3.99
0.007469,5.4037,0.6375,1633,2.2988,0,2.51
0.007469,5.4037,0.3625,3551,3.339,0,3.51
0.007469,5.4037,0.94,12590,4.25,0,4.365
0.007469,5.4037,0.06,7204,3.99,1,4.17
0.007469,5.2789,1.0,895,1.91125,0,1.91125
0.007469,5.092,0.88,12576,4.365,0,4.0799
0.007469,5.092,0.4307,3537,3.51,0,3.13
0.007469,5.092,0.5693,1619,2.51,0,2.0097
0.007469,5.092,0.12,7190,4.17,1,3.94
0.007469,5.0968,1.0,881,1.91125,0,1.91125
0.007469,5.3269,1.0,3509,3.13,0,2.89
0.007469,5.3269,1.0,2048,4.0,0,2.3407
0.007469,5.3269,1.0,12548,4.0799,0,3.82
0.007469,5.4637,1.0,1311,3.75,0,1.952
0.007469,5.4637,0.23,7155,3.94,0,3.8
0.007469,5.4637,1.0,2772,4.01,0,3.0447
0.007469,5.2945,1.0,12534,3.82,0,4.089
0.007469,5.2945,1.0,3495,2.89,0,3.21
0.007469,5.2945,1.0,2034,2.3407,0,2.678
0.007469,5.3865,1.0,1297,1.952,0,2.123
0.007469,5.3865,0.53,7141,3.8,0,3.9
0.007469,5.3865,0.9724666666666668,2758,3.0447,0,3.1839
0.007469,5.3875,1.0,12520,4.089,0,4.0834
0.007469,5.3875,1.0,3481,3.21,0,3.168
0.007469,5.3875,1.0,2020,2.678,0,2.58
0.007469,5.4216,1.0,7127,3.9,0,3.798
0.007469,5.4216,1.0,2744,3.1839,0,3.08
0.007469,5.4216,1.0,1283,2.123,0,2.008
0.007469,5.449,1.0,3460,3.168,0,3.428
0.007469,5.449,1.0,1999,2.58,0,2.8225
0.007469,5.449,1.0,12499,4.0834,0,4.2334
0.007469,5.6844,1.0,2723,3.08,0,3.64
0.007469,5.6844,1.0,1262,2.008,0,2.766
0.007469,5.6844,1.0,7106,3.798,0,4.168
0.007469,5.8397,0.84,3446,3.428,0,3.588
0.007469,5.8397,1.0,12485,4.2334,0,4.4195
0.007469,5.8397,0.6161,1985,2.8225,0,3.09
0.007469,5.5851,1.0,2709,3.64,0,3.4289
0.007469,5.5851,1.0,7092,4.168,0,4.0089
0.007469,5.5851,1.0,1248,2.766,0,2.51
0.010379,5.4951,1.0,12471,4.4195,0,4.5032
0.010379,5.4951,1.0,3432,3.588,0,3.93
0.010379,5.4951,1.0,1971,3.09,0,3.4595
0.010379,5.7642,1.0,7078,4.0089,0,4.28
0.010379,5.7642,1.0,1234,2.51,0,3.123
0.010379,5.7642,1.0,2695,3.4289,0,3.889
0.010379,5.6263,1.0,1957,3.4595,0,3.6219
0.010379,5.6263,1.0,3418,3.93,0,4.01
0.010379,5.6263,1.0,12457,4.5032,0,4.5472
0.010379,5.7064,1.0,7064,4.28,0,4.3099
0.010379,5.7064,0.7196666666666667,2681,3.889,0,4.08
0.010379,5.7064,1.0,1220,3.123,0,3.32
0.010379,5.5266,1.0,1943,3.6219,0,3.6728
0.010379,5.5266,1.0,3404,4.01,0,4.1347
0.010379,5.5266,1.0,12443,4.5472,0,4.484
0.010379,5.4424,1.0,2667,4.08,0,3.688
0.010379,5.4424,1.0,1206,3.32,0,2.759
0.010379,5.4424,1.0,7050,4.3099,0,4.176
0.010379,5.4505,0.6633333333333333,12429,4.484,0,4.528
0.010379,5.4505,1.0,1929,3.6728,0,3.41
0.010379,5.4505,1.0,3390,4.1347,0,4.0788
0.013269,5.2403,1.0,2653,3.688,0,3.795
0.013269,5.2403,1.0,7036,4.176,0,4.315
0.013269,5.2403,1.0,1192,2.759,0,2.7245
0.013269,5.2588,0.6506666666666666,3376,4.0788,0,4.03
0.013269,5.2588,1.0,12415,4.528,0,4.4915
0.013269,5.2588,1.0,1915,3.41,0,3.49
0.013269,5.3143,0.27,7022,4.315,0,4.308
0.013269,5.3143,1.0,1178,2.7245,0,2.9161
0.013269,5.3143,1.0,2639,3.795,0,3.887
0.013269,5.1636,1.0,12401,4.4915,0,4.408
0.013269,5.1636,1.0,3362,4.03,0,3.939
0.013269,5.1636,1.0,1901,3.49,0,3.379
0.013269,5.0489,1.0,7008,4.308,0,4.0999
0.013269,5.0489,1.0,2625,3.887,0,3.634
0.013269,5.0489,1.0,1164,2.9161,0,2.7688
0.013269,5.0874,0.9788333333333332,3348,3.939,0,3.979
0.013269,5.0874,1.0,12387,4.408,0,4.3677
0.013269,5.0874,1.0,1887,3.379,0,3.5288
0.016137,5.0178,1.0,6994,4.0999,0,4.3168
0.016137,5.0178,1.0,2611,3.634,0,4.019
0.016137,5.0178,1.0,1150,2.7688,0,3.4
0.016137,4.945,1.0,12373,4.3677,0,4.414
0.016137,4.945,1.0,3334,3.979,0,4.018
0.016137,4.945,1.0,1873,3.5288,0,3.709
0.016137,5.1645,1.0,6980,4.3168,0,4.3089
0.016137,5.1645,0.96,2597,4.019,0,3.96
0.016137,5.1645,1.0,1136,3.4,0,3.314
0.016137,5.177,1.0,12359,4.414,0,4.424
0.016137,5.177,1.0,3320,4.018,0,4.1825
0.016137,5.177,1.0,1859,3.709,0,3.7665
0.016137,5.2465,1.0,1122,3.314,0,3.224
0.016137,5.2465,1.0,6966,4.3089,0,4.2389
0.016137,5.2465,1.0,2583,3.96,0,3.8679
0.016137,5.1669,1.0,1845,3.7665,0,3.82
0.016137,5.1669,1.0,12345,4.424,0,4.5
0.016137,5.1669,0.9846666666666668,3306,4.1825,0,4.129
0.016137,5.2464,1.0,2569,3.8679,0,4.299
0.016137,5.2464,1.0,6952,4.2389,0,4.4775
0.016137,5.2464,0.176,1108,3.224,0,3.824
0.01993,5.2217,1.0,12331,4.5,0,4.738
0.01993,5.2217,1.0,1831,3.82,0,4.2375
0.01993,5.2217,1.0,3292,4.129,0,4.4867
0.01993,5.2585,1.0,1094,3.824,0,4.195
0.01993,5.2585,1.0,6938,4.4775,0,4.8197
0.01993,5.2585,1.0,2555,4.299,0,4.617
0.01993,5.3017,1.0,3278,4.4867,0,4.674
0.01993,5.3017,1.0,12317,4.738,0,4.864
0.01993,5.3017,1.0,1817,4.2375,0,4.483
0.01993,5.1433,1.0,6924,4.8197,0,4.7393
0.01993,5.1433,1.0,2541,4.617,0,4.499
0.01993,5.1433,1.0,1080,4.195,0,4.0798
0.01993,5.1773,1.0,1804,4.483,0,4.54
0.01993,5.1773,1.0,3265,4.674,0,4.6978
0.01993,5.1773,1.0,12304,4.864,0,4.8999
0.01993,5.226,1.0,1066,4.0798,0,4.195
0.01993,5.226,1.0,2527,4.499,0,4.6394
0.01993,5.226,1.0,6910,4.7393,0,4.798
0.01993,5.3044,1.0,1789,4.54,0,4.55
0.01993,5.3044,1.0,12289,4.8999,0,4.929
0.01993,5.3044,1.0,3250,4.6978,0,4.729
0.023687,5.4206,1.0,1052,4.195,0,4.295
0.023687,5.4206,1.0,2513,4.6394,0,4.759
0.023687,5.4206,1.0,6896,4.798,0,4.9584
0.023687,5.4611,0.9241666666666668,3236,4.729,0,4.919
0.023687,5.4611,1.0,1775,4.55,0,4.715
0.023687,5.4611,0.787,12275,4.929,0,5.08
0.023687,5.5161,1.0,2500,4.759,0,4.85
0.023687,5.5161,1.0,1039,4.295,0,4.315
0.023687,5.5161,1.0,6883,4.9584,0,5.0449
0.023687,5.5521,1.0,12261,5.08,0,5.288
0.023687,5.5521,1.0,3222,4.919,0,5.12
0.023687,5.5521,1.0,1761,4.715,0,4.95
0.023687,5.58,1.0,6868,5.0449,0,5.463
0.023687,5.58,1.0,2485,4.85,0,5.3975
0.023687,5.58,1.0,1024,4.315,0,5.3475
0.029256,5.6694,0.901,1748,4.95,0,5.527
0.029256,5.6694,1.0,3209,5.12,0,5.507
0.029256,5.6694,1.0,12248,5.288,0,5.527
0.029256,5.4957,1.0,1010,5.3475,0,5.347
0.029256,5.4957,0.1766666666666666,6854,5.463,0,5.2778
0.029256,5.4957,1.0,2471,5.3975,0,5.2495
0.029256,5.4772,1.0,1733,5.527,0,5.245
0.029256,5.4772,1.0,12233,5.527,0,5.295
0.029256,5.4772,1.0,3194,5.507,0,5.2589
0.029256,5.6456,1.0,996,5.347,0,5.445
0.029256,5.6456,1.0,6840,5.2778,0,5.3788
0.029256,5.6456,1.0,2457,5.2495,0,5.3284
0.029256,5.6199,0.6884,1719,5.245,0,5.0688
0.029256,5.6199,1.0,3180,5.2589,0,5.1389
0.029256,5.6199,1.0,12219,5.295,0,5.308
0.029256,5.6411,1.0,6826,5.3788,0,5.228
0.029256,5.6411,1.0,2443,5.3284,0,5.0848
0.029256,5.6411,0.9776666666666668,982,5.445,0,5.047
0.034749,5.6461,1.0,12205,5.308,0,5.1
0.034749,5.6461,1.0,1705,5.0688,0,4.955
0.034749,5.6461,1.0,3166,5.1389,0,5.0
0.034749,5.6776,1.0,1227,2.0097,0,5.245
0.034749,5.6776,1.0,8532,4.75,0,5.5
0.034749,5.6351,1.0,4872,4.48,0,5.6677
0.034749,5.5213,0.8266666666666667,3862,5.2438,0,5.6593
0.034749,5.5213,1.0,1213,5.245,0,5.5848
0.034749,5.5213,0.342,8518,5.5,0,5.76
0.034749,5.4971,0.9904,1936,5.5279,0,5.3399
0.034749,5.4971,1.0,14082,5.7399,0,5.6849
0.034749,5.4971,1.0,4858,5.6677,0,5.6189
0.034749,5.281,1.0,1199,5.5848,0,5.5199
0.034749,5.281,1.0,8504,5.76,0,5.6588
0.034749,5.281,0.78,3848,5.6593,0,5.55
0.040168,5.2699,0.6833333333333333,14068,5.6849,0,5.59
0.040168,5.2699,0.91,4844,5.6189,0,5.569
0.040168,5.2699,0.6533333333333333,1922,5.3399,0,5.32
0.040168,5.1881,0.2823333333333333,8490,5.6588,0,5.695
0.040168,5.1881,1.0,3834,5.55,0,5.598
0.040168,5.1881,1.0,1185,5.5199,0,5.4265
0.040168,5.0611,1.0,14054,5.59,0,5.7428
0.040168,5.0611,0.8333333333333334,4830,5.569,0,5.719
0.040168,5.0611,1.0,1908,5.32,0,5.509
0.040168,5.0903,1.0,1164,5.4265,0,5.859
0.040168,5.0903,0.8,3813,5.598,0,5.927
0.040168,5.0903,0.1,8469,5.695,1,5.918
0.040168,5.1314,1.0,1887,5.509,0,5.76
0.040168,5.1314,1.0,14033,5.7428,0,5.9584
0.040168,5.1314,1.0,4809,5.719,0,5.908
0.043739,4.9208,1.0,1150,5.859,0,5.529
0.043739,4.9208,1.0,8455,5.918,0,5.9
0.043739,4.9208,1.0,3799,5.927,0,5.763
0.043739,4.7486,1.0,1873,5.76,0,5.14
0.043739,4.7486,0.941,4795,5.908,0,5.46
0.043739,4.7486,0.751,14019,5.9584,0,5.6
0.043739,4.64,0.914,8441,5.9,0,5.578
0.043739,4.64,1.0,1136,5.529,0,5.199
0.043739,4.64,1.0,3785,5.763,0,5.3997
0.043739,4.6483,1.0,1859,5.14,0,5.5086
0.043739,4.6483,1.0,14005,5.6,0,5.788
0.043739,4.6483,1.0,4781,5.46,0,5.6342
0.043739,4.6664,1.0,3771,5.3997,0,5.592
0.043739,4.6664,0.8223333333333334,8427,5.578,0,5.778
0.043739,4.6664,1.0,1122,5.199,0,5.48
0.043739,4.9666,0.7503,4767,5.6342,0,5.6699
0.043739,4.9666,0.342,13991,5.788,0,5.838
0.043739,4.9666,0.7781333333333333,1845,5.5086,0,5.51
0.043739,5.0167,1.0,1108,5.48,0,5.5899
0.043739,5.0167,1.0,3757,5.592,0,5.7019
0.043739,5.0167,0.529,8413,5.778,0,5.85
0.047279,5.139,1.0,4753,5.6699,0,5.7968
0.047279,5.139,1.0,13977,5.838,0,5.94
0.047279,5.139,0.685,1831,5.51,0,5.628
0.047279,4.9676,0.7166,3743,5.7019,0,5.63
0.047279,4.9676,1.0,8399,5.85,0,5.7988
0.047279,4.9676,0.8946,1094,5.5899,0,5.499
0.047279,4.8106,0.8466666666666667,1817,5.628,0,5.569
0.047279,4.8106,0.9348666666666666,4739,5.7968,0,5.7398
0.047279,4.8106,1.0,13963,5.94,0,5.8959
0.047279,4.7289,1.0,3729,5.63,0,5.732
0.047279,4.7289,1.0,1080,5.499,0,5.832
0.047279,4.7289,0.0716666666666666,8385,5.7988,1,5.83
0.047279,4.8909,1.0,1803,5.569,0,5.635
0.047279,4.8909,1.0,13949,5.8959,0,5.9499
0.047279,4.8909,0.412,4725,5.7398,0,5.785
0.047279,5.1203,1.0,3715,5.732,0,5.724
0.047279,5.1203,0.561,8371,5.83,0,5.9
0.047279,5.1203,1.0,1066,5.832,0,5.8415
0.049037,5.1462,0.4663333333333333,13935,5.9499,0,5.97
0.049037,5.1462,0.4183333333333333,4711,5.785,0,5.75
0.049037,5.1462,1.0,1789,5.635,0,5.614
0.049037,5.2179,0.554,1052,5.8415,0,5.875
0.049037,5.2179,0.1903333333333333,8357,5.9,0,5.98
0.049037,5.2179,1.0,3701,5.724,0,5.839
0.049037,5.3899,0.7643333333333333,4697,5.75,0,6.043
0.049037,5.3899,0.6526666666666666,13921,5.97,0,6.17
0.049037,5.3899,0.8086666666666666,1775,5.614,0,5.9699
0.049037,5.412,0.648,1038,5.875,0,6.444
0.049037,5.412,1.0,3687,5.839,0,6.1815
0.049037,5.412,0.314,8343,5.98,0,6.33
0.049037,5.3904,1.0,13907,6.17,0,6.3315
0.049037,5.3904,0.782,4683,6.043,0,6.27
0.049037,5.3904,1.0,1761,5.9699,0,6.378
0.049037,5.3608,1.0,3673,6.1815,0,6.245
0.049037,5.3608,1.0,1024,6.444,0,6.594
0.049037,5.3608,0.2736666666666666,8329,6.33,0,6.247
0.049037,5.2329,0.8676666666666667,4669,6.27,0,6.224
0.049037,5.2329,1.0,13893,6.3315,0,6.2899
0.049037,5.2329,1.0,1747,6.378,0,6.072
0.050788,5.1224,0.7073333333333334,3659,6.245,0,5.769
0.050788,5.1224,1.0,1010,6.594,0,5.6394
0.050788,5.1224,0.9471666666666668,8315,6.247,0,5.974
0.050788,5.134,1.0,4655,6.224,0,5.8198
0.050788,5.134,1.0,1733,6.072,0,5.668
0.050788,5.134,1.0,13879,6.2899,0,5.9064
0.050788,5.103,1.0,3645,5.769,0,5.8677
0.050788,5.103,0.5693333333333334,8301,5.974,0,5.953
0.050788,5.103,1.0,996,5.6394,0,5.954
0.050788,5.0617,1.0,4641,5.8198,0,5.9187
0.050788,5.0617,1.0,1719,5.668,0,5.898
0.050788,5.0617,1.0,13865,5.9064,0,6.0099
0.050788,5.2228,0.9676666666666668,8287,5.953,0,5.979
0.050788,5.2228,1.0,3631,5.8677,0,5.9087
0.050788,5.2228,1.0,982,5.954,0,6.25
0.050788,5.1794,1.0,13851,6.0099,0,5.9864
0.050788,5.1794,1.0,4627,5.9187,0,5.9264
0.050788,5.1794,1.0,1705,5.898,0,5.843
0.050788,5.1705,1.0,3617,5.9087,0,5.804
0.050788,5.1705,1.0,968,6.25,0,6.0999
0.050788,5.1705,1.0,8273,5.979,0,5.898
0.050788,5.3508,1.0,13837,5.9864,0,5.87
0.050788,5.3508,1.0,4613,5.9264,0,5.8251
0.050788,5.3508,1.0,1691,5.843,0,5.7937
0.050788,5.1411,1.0,8259,5.898,0,5.7467
0.050788,5.1411,1.0,954,6.0999,0,5.895
0.050788,5.1411,1.0,3603,5.804,0,5.712
0.050788,5.2068,1.0,1677,5.7937,0,5.723
0.050788,5.2068,1.0,13823,5.87,0,5.8399
0.050788,5.2068,1.0,4599,5.8251,0,5.828
0.050788,5.2697,1.0,3589,5.712,0,5.7448
0.050788,5.2697,1.0,940,5.895,0,5.707
0.050788,5.2697,0.1933333333333333,8245,5.7467,0,5.83
0.050788,5.3091,1.0,4585,5.828,0,5.798
0.050788,5.3091,1.0,1663,5.723,0,5.7047
0.050788,5.3091,1.0,13809,5.8399,0,5.8399
0.050788,5.15,0.9426,3575,5.7448,0,5.71
0.050788,5.15,0.6033333333333334,8231,5.83,0,5.7549
0.050788,5.15,1.0,926,5.707,0,5.3488
0.050788,5.1744,1.0,4571,5.798,0,5.8864
0.050788,5.1744,1.0,1649,5.7047,0,5.719
0.050788,5.1744,1.0,13795,5.8399,0,5.9264
0.050788,5.3013,1.0,3562,5.71,0,6.0897
0.050788,5.3013,1.0,913,5.3488,0,6.0515
0.050788,5.3013,1.0,8218,5.7549,0,6.1373
0.050788,5.3339,0.9656666666666668,4557,5.8864,0,6.2175
0.050788,5.3339,1.0,13781,5.9264,0,6.226
0.050788,5.3339,1.0,1635,5.719,0,6.1964
0.050788,5.3076,0.341,8203,6.1373,0,6.23
0.050788,5.3076,1.0,3547,6.0897,0,6.2377
0.050788,5.3076,1.0,898,6.0515,0,6.61
0.050788,5.2396,1.0,1621,6.1964,0,6.1597
0.050788,5.2396,1.0,13767,6.226,0,6.1467
0.050788,5.2396,1.0,4543,6.2175,0,6.1367
0.050788,5.2669,1.0,884,6.61,0,6.3798
0.050788,5.2669,0.2613333333333333,8189,6.23,0,6.298
0.050788,5.2669,0.8006666666666666,3533,6.2377,0,6.278
0.050788,5.3759,0.2436666666666666,10086,4.72,0,6.33
0.050788,5.3759,1.0,1320,4.955,0,6.377
0.050788,5.2395,0.5733333333333334,6427,5.228,0,6.337
0.050788,5.2395,0.172,13732,6.1467,0,6.353
0.050788,5.2395,1.0,2044,5.0848,0,6.28
0.050788,5.1203,1.0,3771,6.2564,0,6.0615
0.050788,5.1203,0.01,10072,6.33,1,6.22
0.050788,5.1203,1.0,1306,6.377,0,6.075
0.050788,5.1696,1.0,6413,6.337,0,6.4475
0.050788,5.1696,0.324,13718,6.353,0,6.478
0.050788,5.1696,1.0,2030,6.28,0,6.1778
0.050788,5.0993,1.0,10058,6.22,0,6.47
0.050788,5.0993,0.8066666666666666,1292,6.075,0,6.1624
0.050788,5.0993,1.0,3757,6.0615,0,6.392
0.050788,5.1695,0.2546666666666666,13704,6.478,0,6.442
0.050788,5.1695,0.5746666666666667,2016,6.1778,0,6.305
0.050788,5.1695,0.2976666666666667,6399,6.4475,0,6.441
0.050788,5.1507,0.9251,1278,6.1624,0,6.029
0.050788,5.1507,0.1413333333333333,3743,6.392,1,6.31
0.050788,5.1507,1.0,10044,6.47,0,6.435
0.050788,5.2078,1.0,13683,6.442,0,6.4764
0.050788,5.2078,1.0,6378,6.441,0,6.4584
0.050788,5.2078,1.0,1995,6.305,0,6.157
0.050788,5.1901,1.0,1257,6.029,0,5.91
0.050788,5.1901,0.2596666666666666,10023,6.435,0,6.4766
0.050788,5.1901,1.0,3722,6.31,0,6.387
0.050788,5.2362,1.0,6364,6.4584,0,6.407
0.050788,5.2362,0.5453333333333333,13669,6.4764,0,6.417
0.050788,5.2362,1.0,1981,6.157,0,5.998
0.050788,5.2444,0.2723333333333333,10009,6.4766,0,6.3999
0.050788,5.2444,1.0,1243,5.91,0,5.737
0.050788,5.2444,1.0,3708,6.387,0,6.214
0.050788,5.1733,0.8146666666666667,6350,6.407,0,6.218
0.050788,5.1733,1.0,1967,5.998,0,5.9177
0.050788,5.1733,1.0,13655,6.417,0,6.232
0.050788,5.0762,1.0,3694,6.214,0,6.068
0.050788,5.0762,1.0,1229,5.737,0,5.6788
0.050788,5.0762,0.6266666666666667,9995,6.3999,0,6.199
0.050788,5.0128,1.0,1953,5.9177,0,5.819
0.050788,5.0128,0.218,6336,6.218,0,6.15
0.050788,5.0128,0.2926666666666667,13641,6.232,0,6.158
0.050788,4.9678,1.0,1215,5.6788,0,5.575
